Q1,Q2,Q3,Q4,Q5,Q6,Q8,Q9_Part_1,Q9_Part_2,Q9_Part_3,Q9_Part_4,Q9_Part_5,Q9_Part_6,Q9_Part_7,Q9_Part_8,Q10,Q11,Q13_Part_1,Q13_Part_2,Q13_Part_3,Q13_Part_4,Q13_Part_5,Q13_Part_6,Q13_Part_7,Q13_Part_8,Q13_Part_9,Q13_Part_10,Q13_Part_11,Q13_Part_12,Q14,Q14_Part_1_TEXT,Q14_Part_2_TEXT,Q14_Part_3_TEXT,Q14_Part_4_TEXT,Q14_Part_5_TEXT,Q14_OTHER_TEXT,Q15,Q16_Part_1,Q16_Part_2,Q16_Part_3,Q16_Part_4,Q16_Part_5,Q16_Part_6,Q16_Part_7,Q16_Part_8,Q16_Part_9,Q16_Part_10,Q18_Part_1,Q18_Part_2,Q18_Part_3,Q18_Part_4,Q18_Part_5,Q18_Part_6,Q18_Part_7,Q18_Part_8,Q18_Part_9,Q18_Part_10,Q19,Q20_Part_1,Q20_Part_2,Q20_Part_3,Q20_Part_4,Q20_Part_5,Q20_Part_6,Q20_Part_7,Q20_Part_8,Q20_Part_9,Q20_Part_10,Q21_Part_1,Q23,Q24_Part_1,Q24_Part_2,Q24_Part_3,Q24_Part_4,Q24_Part_5,Q24_Part_6,Q24_Part_7,Q24_Part_8,Q24_Part_9,Q24_Part_10,Q25_Part_1,Q25_Part_2,Q25_Part_3,Q25_Part_4,Q25_Part_5,Q25_Part_6,Q25_Part_7,Q25_Part_8,Q26_Part_1,Q26_Part_2,Q26_Part_3,Q26_Part_4,Q26_Part_5,Q27_Part_1,Q27_Part_2,Q27_Part_3,Q27_Part_4,Q28_Part_1,Q28_Part_2,Q28_Part_3,Q28_Part_4,Q28_Part_5,Q28_Part_6,Q28_Part_7,Q28_Part_8,Q28_Part_9,Q28_Part_10,Q29_Part_1,Q29_Part_2,Q29_Part_3,Q29_Part_4,Q29_Part_5,Q29_Part_6,Q29_Part_7,Q29_Part_8,Q29_Part_9,Q29_Part_10,Q34_Part_1,Q34_Part_2,Q34_Part_3,Q34_Part_4,Q34_Part_5,Q34_Part_6,Q34_Part_7,Q34_Part_8,Q34_Part_9,Q34_Part_10
50-54,Male,United States of America,Doctoral degree,Data Scientist,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),Analyze and understand data to influence product or business decisions,,,,,,,,"90,000-99,999",$100-$999,,Coursera,edX,,,,,,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1,-1,-1,-1,-1,-1,10-20 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio ,,,,,,,,,Python,R,SQL,,,,Javascript,,,,Python, Ggplot / ggplot2 , Matplotlib ,,,,,, Seaborn ,,,CPUs,5-10 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,Generative Adversarial Networks,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-2, etc)","Automated data augmentation (e.g. imgaug, albumentations)","Automated feature engineering/selection (e.g. tpot, boruta_py)",,,,,,,"General purpose image/video tools (PIL, cv2, skimage, etc)","Image segmentation methods (U-Net, Mask R-CNN, etc)","Object detection methods (YOLOv3, RetinaNet, etc)","Image classification and other general purpose networks (VGG, Inception, ResNet, ResNeXt, NASNet, EfficientNet, etc)","Generative Networks (GAN, VAE, etc)","Word embeddings/vectors (GLoVe, fastText, word2vec)","Encoder-decorder models (seq2seq, vanilla transformers)","Contextualized embeddings (ELMo, CoVe)","Transformer language models (GPT-2, BERT, XLnet, etc)",  Scikit-learn ,  TensorFlow , Keras ,,, PyTorch ,,, Spark MLib , Fast.ai ,,, Microsoft Azure ,,,,,,,,,,,Microsoft SQL Server,,,,,Azure SQL Database,
45-49,Male,Canada,Masters degree,Business Analyst,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)",Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,"70,000-79,999","> $100,000 ($USD)",,Coursera,edX,,,,,,,,,,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",-1,-1,27,-1,-1,-1,10-20 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",,,,,,,,,,Python,,SQL,,,,,,,,Python,,,,,,,,,,,CPUs,10-15 years,Linear or Logistic Regression,,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,Recurrent Neural Networks,,,,,,,,None,,,,,,,,,,,  Scikit-learn ,  TensorFlow ,, RandomForest, Xgboost ,,,, Spark MLib ,,, Amazon Web Services (AWS) , Microsoft Azure ,,,,,,,,,,,Microsoft SQL Server,Oracle Database,,,,,
55-59,Male,United States of America,Masters degree,Data Analyst,50-249 employees,We use ML methods for generating insights (but do not put working models into production),Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,Do research that advances the state of the art of machine learning,,,"125,000-149,999","$10,000-$99,999",,,,,,,,,LinkedIn Learning,,,,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",-1,-1,103,-1,-1,-1,20+ years,,,,,,,,,,,,,SQL,,,,,,,,SQL,,,,,,,,,,,,10-15 years,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,, Amazon Web Services (AWS) ,,,,,,,,,,,,Microsoft SQL Server,,,AWS Relational Database Service,,,
35-39,Male,United States of America,Bachelors degree,Data Engineer,50-249 employees,We use ML methods for generating insights (but do not put working models into production),Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,"100,000-124,999","$1000-$9,999",,Coursera,edX,,,,Fast.ai,,,,,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,1600,-1,-1,3-5 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",, PyCharm ,,,,,  Vim / Emacs  ,,,Python,,SQL,,,,,,Bash,,Python,,,,,,,,,,,CPUs,1-2 years,Linear or Logistic Regression,,,,,,,,,,,,,,,,None,,,,,,,,,,,  Scikit-learn ,,,,,,,, Spark MLib ,,, Amazon Web Services (AWS) ,,,,,,,,,,,,,Oracle Database,,,,,
40-44,Male,United States of America,Masters degree,Research Scientist,50-249 employees,No (we do not use ML methods),,,,,,,,,"70,000-79,999",$0 (USD),,,,,,,,,,,None,,"Advanced statistical software (SPSS, SAS, etc.)",-1,204,-1,-1,-1,-1,I have never written code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-39,Male,United States of America,Doctoral degree,Product/Project Manager,"1000-9,999 employees","We have well established ML methods (i.e., models in production for more than 2 years)",,,,,,Do research that advances the state of the art of machine learning,,,"60,000-69,999",$0 (USD),,Coursera,edX,,,,,,,University Courses (resulting in a university degree),,,"Advanced statistical software (SPSS, SAS, etc.)",-1,103,-1,-1,-1,-1,5-10 years,,,,, MATLAB ,,,,,,,,,,,,,,Bash,MATLAB,Python,,,,,,,,,,,CPUs,5-10 years,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,,Convolutional Neural Networks,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-49,Male,United States of America,Bachelors degree,Statistician,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)",Analyze and understand data to influence product or business decisions,,,,,,,,"125,000-149,999",$1-$99,,Coursera,,,,,,Udemy,,,,,"Advanced statistical software (SPSS, SAS, etc.)",-1,115,-1,-1,-1,-1,20+ years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",,,,,,  Spyder  ,,,,Python,,SQL,,,,,,,,Python,,,,,,,,,,,,1-2 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,,,,,"Automated data augmentation (e.g. imgaug, albumentations)",,"Automated model selection (e.g. auto-sklearn, xcessiv)",,,,,,,,,,,,,,,  Scikit-learn ,,,,,,,,,,,,,,,,,,,,,,,Microsoft SQL Server,Oracle Database,,,,,
30-34,Male,United States of America,Bachelors degree,Data Analyst,"1000-9,999 employees",We use ML methods for generating insights (but do not put working models into production),Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,"70,000-79,999","$10,000-$99,999",,,,DataCamp,,,,,LinkedIn Learning,,,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,6,-1,-1,3-5 years,, RStudio ,,,,,,,,,,R,SQL,,,,,,,,R, Ggplot / ggplot2 ,,, Shiny ,,,,,,,,3-4 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,,,,,None,,,,,,,,,,,,,, RandomForest, Xgboost ,, Caret ,,,,,, Microsoft Azure ,,, Salesforce Cloud ,,,,,,,,Microsoft SQL Server,,Microsoft Access,,,Azure SQL Database,
25-29,Female,Canada,Masters degree,Business Analyst,"1000-9,999 employees",No (we do not use ML methods),,,,,,,,,"60,000-69,999",$0 (USD),,Coursera,edX,,DataQuest,,,,,,,,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",-1,-1,198,-1,-1,-1,< 1 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio , PyCharm ,, MATLAB ,,,,,,Python,,,,,,,,,,Python,, Matplotlib ,,,,,,,,,,< 1 years,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-39,Male,United States of America,Professional degree,Data Scientist,0-49 employees,We are exploring ML methods (and may one day put a model into production),Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,"100,000-124,999",$0 (USD),,Coursera,edX,DataCamp,,Kaggle Courses (i.e. Kaggle Learn),,,,University Courses (resulting in a university degree),,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,737,-1,-1,5-10 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",, PyCharm ,,, Visual Studio / Visual Studio Code ,,,,,Python,R,SQL,,,,,,Bash,,Python, Ggplot / ggplot2 , Matplotlib ,,,,,, Seaborn ,,,CPUs,2-3 years,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,,,,,None,,,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras ,,, PyTorch ,,,,,,,,,,,,,,,,,,,,,,,,
60-69,Male,United States of America,Masters degree,Not employed,,,,,,,,,,,,,,Coursera,,,,,,,,,,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,12,-1,-1,I have never written code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-59,Male,United States of America,Doctoral degree,Other,"1000-9,999 employees",No (we do not use ML methods),,,,,,,,,"125,000-149,999",$0 (USD),,Coursera,edX,,,,,,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1,-1,-1,-1,-1,-1,20+ years,,,,, MATLAB ,,,,,,,,,,,,,,,MATLAB,Python,,,,,,,,,,,,< 1 years,Linear or Logistic Regression,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-34,Male,United States of America,Masters degree,Data Analyst,50-249 employees,No (we do not use ML methods),,,,,,,,,"80,000-89,999",$0 (USD),,,edX,DataCamp,,Kaggle Courses (i.e. Kaggle Learn),,,LinkedIn Learning,University Courses (resulting in a university degree),,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,6,-1,-1,3-5 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio ,,,,,  Spyder  ,,  Notepad++  ,,Python,R,SQL,,,,,,,,SQL, Ggplot / ggplot2 ,,,,, Plotly / Plotly Express ,,,,,,< 1 years,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,,,,,None,,,,,,,,,,,,,, RandomForest, Xgboost ,,,,,,,,,,,,,,,,,,,,,,,,,
18-21,Male,United States of America,Bachelors degree,Data Analyst,50-249 employees,We use ML methods for generating insights (but do not put working models into production),Analyze and understand data to influence product or business decisions,,,,,,,,$0-999,"> $100,000 ($USD)",,,,,,,,,,University Courses (resulting in a university degree),,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,404,-1,-1,1-2 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio ,,, MATLAB ,,,,,,Python,R,,,,,,,,,Python,, Matplotlib ,,,,,, Seaborn ,,,CPUs,1-2 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,,,,,None,,,,,,,,,,,  Scikit-learn ,,, RandomForest,,,,,,,,,,,,,,,,,,,SQLite,,,,,,,
30-34,Male,United States of America,Masters degree,Software Engineer,250-999 employees,No (we do not use ML methods),,,,,,,,,"100,000-124,999",$0 (USD),,Coursera,,DataCamp,,,,,,,,,Other,-1,-1,-1,-1,-1,425,3-5 years,,,, Atom ,,,,,,,Python,,SQL,,,,,,,,Python,, Matplotlib ,,,,,,,,,,< 1 years,Linear or Logistic Regression,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-54,Male,United States of America,Bachelors degree,Software Engineer,0-49 employees,We use ML methods for generating insights (but do not put working models into production),,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,"125,000-149,999","$1000-$9,999",,,edX,,,Kaggle Courses (i.e. Kaggle Learn),,,,,,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,37,-1,-1,1-2 years,, RStudio , PyCharm , Atom ,, Visual Studio / Visual Studio Code ,,,  Notepad++  ,,,R,,C,,,Javascript,TypeScript,,,R,,,, Shiny , D3.js ,, Bokeh ,,,,,1-2 years,Linear or Logistic Regression,,,Bayesian Approaches,,,,Generative Adversarial Networks,Recurrent Neural Networks,,,,"Automated model selection (e.g. auto-sklearn, xcessiv)",,,,,,,,,,,"Word embeddings/vectors (GLoVe, fastText, word2vec)",,,,  Scikit-learn ,  TensorFlow , Keras ,,, PyTorch , Caret ,,,,, Amazon Web Services (AWS) , Microsoft Azure ,,,,,,,,MySQL,PostgresSQL,SQLite,,,,,AWS DynamoDB,Azure SQL Database,
25-29,Male,United States of America,Masters degree,Data Analyst,"1000-9,999 employees","We recently started using ML methods (i.e., models in production for less than 2 years)",Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,Do research that advances the state of the art of machine learning,,,"60,000-69,999","> $100,000 ($USD)",,,,DataCamp,,,,,,,,,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",-1,-1,2,-1,-1,-1,3-5 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio , PyCharm ,,,,,,,,Python,,SQL,,,,,,,,Python,, Matplotlib ,,,,,,,,,,1-2 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,,,,,None,,,,,,,,,,,  Scikit-learn ,,, RandomForest, Xgboost ,,,,,,, Amazon Web Services (AWS) ,,,,,,,,,MySQL,PostgresSQL,,Microsoft SQL Server,,,AWS Relational Database Service,,,
22-24,Male,United States of America,Bachelors degree,Data Analyst,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,"40,000-49,999",$0 (USD),,,,DataCamp,,Kaggle Courses (i.e. Kaggle Learn),,,,University Courses (resulting in a university degree),,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,6,-1,-1,1-2 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio , PyCharm ,,,,,,,,Python,R,,,,,,,,,Python, Ggplot / ggplot2 , Matplotlib ,,,,,,,,,,1-2 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,,,,,None,,,,,,,,,,,  Scikit-learn ,,,,,, Caret ,,,,,,,,,,,,,,,,,,,,,,,
25-29,Male,United States of America,Bachelors degree,Student,,,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1,-1,-1,-1,-1,-1,3-5 years,,,,, MATLAB , Visual Studio / Visual Studio Code ,,,,,Python,,,C,C++,,,,,MATLAB,MATLAB,,,,,,,,,,,CPUs,< 1 years,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-54,Male,United States of America,Bachelors degree,Software Engineer,0-49 employees,We are exploring ML methods (and may one day put a model into production),,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,,,,$0-999,"$1000-$9,999",Udacity,,,,,,,,LinkedIn Learning,University Courses (resulting in a university degree),,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,359,-1,-1,20+ years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio , PyCharm ,,, Visual Studio / Visual Studio Code ,,,,,Python,R,,,C++,Java,Javascript,,,,Python,,,,,,,,,,,CPUs,20+ years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,Convolutional Neural Networks,,Recurrent Neural Networks,,,,,,,,None,,,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras ,,, PyTorch ,,,,, Google Cloud Platform (GCP) , Amazon Web Services (AWS) ,,,,,,,,,,,,,,,,,,
35-39,Female,United States of America,Masters degree,Other,"> 10,000 employees",I do not know,,,,,,,,,"125,000-149,999","$10,000-$99,999",,Coursera,edX,,,Kaggle Courses (i.e. Kaggle Learn),,Udemy,LinkedIn Learning,University Courses (resulting in a university degree),,,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",-1,-1,2,-1,-1,-1,1-2 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio ,,,,,,,,,Python,R,SQL,,,,,,,,SQL,,,,,,,,,,,CPUs,1-2 years,Linear or Logistic Regression,,,Bayesian Approaches,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft SQL Server,Oracle Database,,,,,
50-54,Male,United States of America,Masters degree,Data Analyst,0-49 employees,No (we do not use ML methods),,,,,,,,,"100,000-124,999",$0 (USD),,Coursera,,DataCamp,,Kaggle Courses (i.e. Kaggle Learn),,,LinkedIn Learning,,,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,1611,-1,-1,20+ years,,,,,, Visual Studio / Visual Studio Code ,,,  Notepad++  ,,,,SQL,,,,,,,,Python,,,,,,,,,,,,< 1 years,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-44,Male,Canada,Doctoral degree,Research Scientist,50-249 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)",Analyze and understand data to influence product or business decisions,,,,Experimentation and iteration to improve existing ML models,,,,"90,000-99,999","$10,000-$99,999",,,edX,DataCamp,,Kaggle Courses (i.e. Kaggle Learn),,,,,,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,1612,-1,-1,10-20 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",,,,,,  Spyder  ,,,,Python,R,,,,,,,,MATLAB,Python,, Matplotlib ,,,,,,,,,CPUs,2-3 years,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,,,,,,,,,,,,None,,,,,,,,,,,  Scikit-learn ,,, RandomForest,,,,,,,,,,,,,,,,,,,,,,,,,,
25-29,Male,United States of America,Bachelors degree,Student,,,,,,,,,,,,,,Coursera,,DataCamp,,,,,,University Courses (resulting in a university degree),,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,1615,-1,-1,3-5 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio ,,,,,,,,,Python,R,,,,Java,,,,,Python,, Matplotlib ,,,,,,,,,,1-2 years,Linear or Logistic Regression,,,Bayesian Approaches,,,,,,,,,,,,,None,,,,,,,,,,,  Scikit-learn ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-59,Male,United States of America,Doctoral degree,Data Scientist,"1000-9,999 employees","We have well established ML methods (i.e., models in production for more than 2 years)",Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,"150,000-199,999",$0 (USD),,Coursera,,,,,,Udemy,,,,,"Advanced statistical software (SPSS, SAS, etc.)",-1,205,-1,-1,-1,-1,20+ years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio ,,,,,  Spyder  ,,,,Python,R,SQL,,,,,,,,Python, Ggplot / ggplot2 ,,,,,,,,,,,20+ years,Linear or Logistic Regression,,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,,,,,None,,,,,,,,,,,  Scikit-learn ,,,, Xgboost ,,,,,,,,,,,,,,,,,,,,,,,,,
